labels,source,path
m_disgust,SAVEE,../dataset/savee/AudioData/JE/d04.wav
m_sad,SAVEE,../dataset/savee/AudioData/JE/sa11.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JE/su13.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JE/d08.wav
m_angry,SAVEE,../dataset/savee/AudioData/JE/a02.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JE/su11.wav
m_sad,SAVEE,../dataset/savee/AudioData/JE/sa15.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JE/d07.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JE/d15.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JE/su09.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n13.wav
m_fear,SAVEE,../dataset/savee/AudioData/JE/f02.wav
m_happy,SAVEE,../dataset/savee/AudioData/JE/h06.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JE/su12.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n09.wav
m_fear,SAVEE,../dataset/savee/AudioData/JE/f03.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n29.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JE/d06.wav
m_sad,SAVEE,../dataset/savee/AudioData/JE/sa10.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n26.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JE/d03.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n24.wav
m_angry,SAVEE,../dataset/savee/AudioData/JE/a05.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JE/su10.wav
m_angry,SAVEE,../dataset/savee/AudioData/JE/a01.wav
m_angry,SAVEE,../dataset/savee/AudioData/JE/a11.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n04.wav
m_angry,SAVEE,../dataset/savee/AudioData/JE/a15.wav
m_sad,SAVEE,../dataset/savee/AudioData/JE/sa07.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n06.wav
m_happy,SAVEE,../dataset/savee/AudioData/JE/h05.wav
m_fear,SAVEE,../dataset/savee/AudioData/JE/f10.wav
m_sad,SAVEE,../dataset/savee/AudioData/JE/sa14.wav
m_sad,SAVEE,../dataset/savee/AudioData/JE/sa09.wav
m_fear,SAVEE,../dataset/savee/AudioData/JE/f07.wav
m_sad,SAVEE,../dataset/savee/AudioData/JE/sa12.wav
m_sad,SAVEE,../dataset/savee/AudioData/JE/sa02.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n02.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n17.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JE/d01.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JE/d13.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n21.wav
m_sad,SAVEE,../dataset/savee/AudioData/JE/sa05.wav
m_happy,SAVEE,../dataset/savee/AudioData/JE/h09.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n20.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JE/d10.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n15.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JE/su04.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n07.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JE/d12.wav
m_fear,SAVEE,../dataset/savee/AudioData/JE/f14.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n08.wav
m_fear,SAVEE,../dataset/savee/AudioData/JE/f06.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JE/d05.wav
m_fear,SAVEE,../dataset/savee/AudioData/JE/f05.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n01.wav
m_happy,SAVEE,../dataset/savee/AudioData/JE/h03.wav
m_fear,SAVEE,../dataset/savee/AudioData/JE/f15.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n14.wav
m_sad,SAVEE,../dataset/savee/AudioData/JE/sa08.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n10.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n18.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JE/su14.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JE/su15.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JE/su06.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n28.wav
m_happy,SAVEE,../dataset/savee/AudioData/JE/h10.wav
m_happy,SAVEE,../dataset/savee/AudioData/JE/h04.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n03.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n30.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JE/d14.wav
m_happy,SAVEE,../dataset/savee/AudioData/JE/h02.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n19.wav
m_sad,SAVEE,../dataset/savee/AudioData/JE/sa01.wav
m_happy,SAVEE,../dataset/savee/AudioData/JE/h01.wav
m_happy,SAVEE,../dataset/savee/AudioData/JE/h15.wav
m_sad,SAVEE,../dataset/savee/AudioData/JE/sa13.wav
m_angry,SAVEE,../dataset/savee/AudioData/JE/a07.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n27.wav
m_happy,SAVEE,../dataset/savee/AudioData/JE/h08.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JE/su05.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n12.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JE/su08.wav
m_sad,SAVEE,../dataset/savee/AudioData/JE/sa04.wav
m_sad,SAVEE,../dataset/savee/AudioData/JE/sa06.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JE/su07.wav
m_happy,SAVEE,../dataset/savee/AudioData/JE/h11.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JE/su01.wav
m_fear,SAVEE,../dataset/savee/AudioData/JE/f04.wav
m_angry,SAVEE,../dataset/savee/AudioData/JE/a06.wav
m_angry,SAVEE,../dataset/savee/AudioData/JE/a03.wav
m_sad,SAVEE,../dataset/savee/AudioData/JE/sa03.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JE/su03.wav
m_angry,SAVEE,../dataset/savee/AudioData/JE/a08.wav
m_angry,SAVEE,../dataset/savee/AudioData/JE/a04.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n16.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JE/n23.wav
m_happy,SAVEE,../dataset/savee/AudioData/JE/h13.wav
m_fear,SAVEE,../dataset/savee/AudioData/JE/f08.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JK/su02.wav
m_happy,SAVEE,../dataset/savee/AudioData/JK/h07.wav
m_happy,SAVEE,../dataset/savee/AudioData/JK/h14.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JK/d02.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JK/d11.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n25.wav
m_fear,SAVEE,../dataset/savee/AudioData/JK/f09.wav
m_fear,SAVEE,../dataset/savee/AudioData/JK/f12.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JK/d09.wav
m_angry,SAVEE,../dataset/savee/AudioData/JK/a12.wav
m_angry,SAVEE,../dataset/savee/AudioData/JK/a13.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n11.wav
m_angry,SAVEE,../dataset/savee/AudioData/JK/a09.wav
m_fear,SAVEE,../dataset/savee/AudioData/JK/f01.wav
m_angry,SAVEE,../dataset/savee/AudioData/JK/a10.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n22.wav
m_fear,SAVEE,../dataset/savee/AudioData/JK/f13.wav
m_angry,SAVEE,../dataset/savee/AudioData/JK/a14.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n05.wav
m_happy,SAVEE,../dataset/savee/AudioData/JK/h12.wav
m_fear,SAVEE,../dataset/savee/AudioData/JK/f11.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JK/d04.wav
m_sad,SAVEE,../dataset/savee/AudioData/JK/sa11.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JK/su13.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JK/d08.wav
m_angry,SAVEE,../dataset/savee/AudioData/JK/a02.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JK/su11.wav
m_sad,SAVEE,../dataset/savee/AudioData/JK/sa15.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JK/d07.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JK/d15.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JK/su09.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n13.wav
m_fear,SAVEE,../dataset/savee/AudioData/JK/f02.wav
m_happy,SAVEE,../dataset/savee/AudioData/JK/h06.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JK/su12.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n09.wav
m_fear,SAVEE,../dataset/savee/AudioData/JK/f03.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n29.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JK/d06.wav
m_sad,SAVEE,../dataset/savee/AudioData/JK/sa10.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n26.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JK/d03.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n24.wav
m_angry,SAVEE,../dataset/savee/AudioData/JK/a05.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JK/su10.wav
m_angry,SAVEE,../dataset/savee/AudioData/JK/a01.wav
m_angry,SAVEE,../dataset/savee/AudioData/JK/a11.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n04.wav
m_angry,SAVEE,../dataset/savee/AudioData/JK/a15.wav
m_sad,SAVEE,../dataset/savee/AudioData/JK/sa07.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n06.wav
m_happy,SAVEE,../dataset/savee/AudioData/JK/h05.wav
m_fear,SAVEE,../dataset/savee/AudioData/JK/f10.wav
m_sad,SAVEE,../dataset/savee/AudioData/JK/sa14.wav
m_sad,SAVEE,../dataset/savee/AudioData/JK/sa09.wav
m_fear,SAVEE,../dataset/savee/AudioData/JK/f07.wav
m_sad,SAVEE,../dataset/savee/AudioData/JK/sa12.wav
m_sad,SAVEE,../dataset/savee/AudioData/JK/sa02.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n02.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n17.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JK/d01.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JK/d13.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n21.wav
m_sad,SAVEE,../dataset/savee/AudioData/JK/sa05.wav
m_happy,SAVEE,../dataset/savee/AudioData/JK/h09.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n20.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JK/d10.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n15.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JK/su04.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n07.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JK/d12.wav
m_fear,SAVEE,../dataset/savee/AudioData/JK/f14.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n08.wav
m_fear,SAVEE,../dataset/savee/AudioData/JK/f06.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JK/d05.wav
m_fear,SAVEE,../dataset/savee/AudioData/JK/f05.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n01.wav
m_happy,SAVEE,../dataset/savee/AudioData/JK/h03.wav
m_fear,SAVEE,../dataset/savee/AudioData/JK/f15.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n14.wav
m_sad,SAVEE,../dataset/savee/AudioData/JK/sa08.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n10.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n18.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JK/su14.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JK/su15.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JK/su06.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n28.wav
m_happy,SAVEE,../dataset/savee/AudioData/JK/h10.wav
m_happy,SAVEE,../dataset/savee/AudioData/JK/h04.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n03.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n30.wav
m_disgust,SAVEE,../dataset/savee/AudioData/JK/d14.wav
m_happy,SAVEE,../dataset/savee/AudioData/JK/h02.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n19.wav
m_sad,SAVEE,../dataset/savee/AudioData/JK/sa01.wav
m_happy,SAVEE,../dataset/savee/AudioData/JK/h01.wav
m_happy,SAVEE,../dataset/savee/AudioData/JK/h15.wav
m_sad,SAVEE,../dataset/savee/AudioData/JK/sa13.wav
m_angry,SAVEE,../dataset/savee/AudioData/JK/a07.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n27.wav
m_happy,SAVEE,../dataset/savee/AudioData/JK/h08.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JK/su05.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n12.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JK/su08.wav
m_sad,SAVEE,../dataset/savee/AudioData/JK/sa04.wav
m_sad,SAVEE,../dataset/savee/AudioData/JK/sa06.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JK/su07.wav
m_happy,SAVEE,../dataset/savee/AudioData/JK/h11.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JK/su01.wav
m_fear,SAVEE,../dataset/savee/AudioData/JK/f04.wav
m_angry,SAVEE,../dataset/savee/AudioData/JK/a06.wav
m_angry,SAVEE,../dataset/savee/AudioData/JK/a03.wav
m_sad,SAVEE,../dataset/savee/AudioData/JK/sa03.wav
m_surprise,SAVEE,../dataset/savee/AudioData/JK/su03.wav
m_angry,SAVEE,../dataset/savee/AudioData/JK/a08.wav
m_angry,SAVEE,../dataset/savee/AudioData/JK/a04.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n16.wav
m_neutral,SAVEE,../dataset/savee/AudioData/JK/n23.wav
m_happy,SAVEE,../dataset/savee/AudioData/JK/h13.wav
m_fear,SAVEE,../dataset/savee/AudioData/JK/f08.wav
m_surprise,SAVEE,../dataset/savee/AudioData/KL/su02.wav
m_happy,SAVEE,../dataset/savee/AudioData/KL/h07.wav
m_happy,SAVEE,../dataset/savee/AudioData/KL/h14.wav
m_disgust,SAVEE,../dataset/savee/AudioData/KL/d02.wav
m_disgust,SAVEE,../dataset/savee/AudioData/KL/d11.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n25.wav
m_fear,SAVEE,../dataset/savee/AudioData/KL/f09.wav
m_fear,SAVEE,../dataset/savee/AudioData/KL/f12.wav
m_disgust,SAVEE,../dataset/savee/AudioData/KL/d09.wav
m_angry,SAVEE,../dataset/savee/AudioData/KL/a12.wav
m_angry,SAVEE,../dataset/savee/AudioData/KL/a13.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n11.wav
m_angry,SAVEE,../dataset/savee/AudioData/KL/a09.wav
m_fear,SAVEE,../dataset/savee/AudioData/KL/f01.wav
m_angry,SAVEE,../dataset/savee/AudioData/KL/a10.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n22.wav
m_fear,SAVEE,../dataset/savee/AudioData/KL/f13.wav
m_angry,SAVEE,../dataset/savee/AudioData/KL/a14.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n05.wav
m_happy,SAVEE,../dataset/savee/AudioData/KL/h12.wav
m_fear,SAVEE,../dataset/savee/AudioData/KL/f11.wav
m_disgust,SAVEE,../dataset/savee/AudioData/KL/d04.wav
m_sad,SAVEE,../dataset/savee/AudioData/KL/sa11.wav
m_surprise,SAVEE,../dataset/savee/AudioData/KL/su13.wav
m_disgust,SAVEE,../dataset/savee/AudioData/KL/d08.wav
m_angry,SAVEE,../dataset/savee/AudioData/KL/a02.wav
m_surprise,SAVEE,../dataset/savee/AudioData/KL/su11.wav
m_sad,SAVEE,../dataset/savee/AudioData/KL/sa15.wav
m_disgust,SAVEE,../dataset/savee/AudioData/KL/d07.wav
m_disgust,SAVEE,../dataset/savee/AudioData/KL/d15.wav
m_surprise,SAVEE,../dataset/savee/AudioData/KL/su09.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n13.wav
m_fear,SAVEE,../dataset/savee/AudioData/KL/f02.wav
m_happy,SAVEE,../dataset/savee/AudioData/KL/h06.wav
m_surprise,SAVEE,../dataset/savee/AudioData/KL/su12.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n09.wav
m_fear,SAVEE,../dataset/savee/AudioData/KL/f03.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n29.wav
m_disgust,SAVEE,../dataset/savee/AudioData/KL/d06.wav
m_sad,SAVEE,../dataset/savee/AudioData/KL/sa10.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n26.wav
m_disgust,SAVEE,../dataset/savee/AudioData/KL/d03.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n24.wav
m_angry,SAVEE,../dataset/savee/AudioData/KL/a05.wav
m_surprise,SAVEE,../dataset/savee/AudioData/KL/su10.wav
m_angry,SAVEE,../dataset/savee/AudioData/KL/a01.wav
m_angry,SAVEE,../dataset/savee/AudioData/KL/a11.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n04.wav
m_angry,SAVEE,../dataset/savee/AudioData/KL/a15.wav
m_sad,SAVEE,../dataset/savee/AudioData/KL/sa07.wav
m_neutral,SAVEE,../dataset/savee/AudioData/KL/n06.wav
m_happy,SAVEE,../dataset/savee/AudioData/KL/h05.wav
m_fear,SAVEE,../dataset/savee/AudioData/KL/f10.wav
m_sad,SAVEE,../dataset/savee/AudioData/KL/sa14.wav
m_sad,SAVEE,../dataset/savee/AudioData/KL/sa09.wav
m_fear,SAVEE,../dataset/savee/AudioData/KL/f07.wav
